ResourceCapacity.Hardware.CPU.CoreCount,ResourceCapacity.Hardware.CPU.ClockFrequency,ResourceCapacity.Hardware.CPU.Architecture,ResourceCapacity.Hardware.CPU.CacheSize,ResourceCapacity.Hardware.Memory.TotalCapacity,ResourceCapacity.Hardware.Memory.Type,ResourceCapacity.Hardware.Memory.Bandwidth,ResourceCapacity.Hardware.Storage.Capacity,ResourceCapacity.Hardware.Storage.Type,ResourceCapacity.Hardware.Storage.ReadWriteSpeed,ResourceCapacity.Hardware.Network.UpstreamBW,ResourceCapacity.Hardware.Network.DownstreamBW,ResourceCapacity.Hardware.Network.Latency,ResourceCapacity.OperationalStatus.Uptime24h,ResourceCapacity.OperationalStatus.CoreEligibility,ResourceCapacity.OperationalStatus.ResourceUsage.CPUUtilization,ResourceCapacity.OperationalStatus.ResourceUsage.MemUtilization,OnChainBehavior.TransactionCapability.AvgTPS,OnChainBehavior.TransactionCapability.CrossShardTx.InterNodeVolume,OnChainBehavior.TransactionCapability.CrossShardTx.InterShardVolume,OnChainBehavior.TransactionCapability.ConfirmationDelay,OnChainBehavior.TransactionCapability.ResourcePerTx.CPUPerTx,OnChainBehavior.TransactionCapability.ResourcePerTx.MemPerTx,OnChainBehavior.TransactionCapability.ResourcePerTx.DiskPerTx,OnChainBehavior.TransactionCapability.ResourcePerTx.NetworkPerTx,OnChainBehavior.BlockGeneration.AvgInterval,OnChainBehavior.BlockGeneration.IntervalStdDev,OnChainBehavior.EconomicContribution.FeeContributionRatio,OnChainBehavior.SmartContractUsage.InvocationFrequency,OnChainBehavior.TransactionTypes.NormalTxRatio,OnChainBehavior.TransactionTypes.ContractTxRatio,OnChainBehavior.Consensus.ParticipationRate,OnChainBehavior.Consensus.TotalReward,OnChainBehavior.Consensus.SuccessRate,NetworkTopology.GeoLocation.Timezone,NetworkTopology.GeoLocation.DataCenter,NetworkTopology.GeoLocation.Region,NetworkTopology.Connections.IntraShardConn,NetworkTopology.Connections.InterShardConn,NetworkTopology.Connections.WeightedDegree,NetworkTopology.Connections.ActiveConn,NetworkTopology.Hierarchy.Depth,NetworkTopology.Hierarchy.ConnectionDensity,NetworkTopology.Centrality.IntraShard.Eigenvector,NetworkTopology.Centrality.IntraShard.Closeness,NetworkTopology.Centrality.InterShard.Betweenness,NetworkTopology.Centrality.InterShard.Influence,NetworkTopology.ShardAllocation.Priority,NetworkTopology.ShardAllocation.ShardPreference,NetworkTopology.ShardAllocation.Adaptability,DynamicAttributes.Compute.CPUUsage,DynamicAttributes.Compute.MemUsage,DynamicAttributes.Compute.ResourceFlux,DynamicAttributes.Storage.Available,DynamicAttributes.Storage.Utilization,DynamicAttributes.Network.LatencyFlux,DynamicAttributes.Network.AvgLatency,DynamicAttributes.Network.BandwidthUsage,DynamicAttributes.Transactions.Frequency,DynamicAttributes.Transactions.ProcessingDelay,DynamicAttributes.Transactions.StakeChangeRate,DynamicAttributes.Reputation.Uptime24h,DynamicAttributes.Reputation.ReputationScore,HeterogeneousType.NodeType,HeterogeneousType.FunctionTags,HeterogeneousType.SupportedFuncs.Functions,HeterogeneousType.SupportedFuncs.Priorities,HeterogeneousType.Application.CurrentState,HeterogeneousType.Application.LoadMetrics.TxFrequency,HeterogeneousType.Application.LoadMetrics.StorageOps
24,2.5,ARM,144,102,DDR5,39.0,10.5,SSD,572,1276,10208,73ms,0.994,true,54.2,77.9,756.4,nodeA:80;nodeB:111;nodeC:295;nodeD:221,shard1:115;shard2:164;shard3:51;shard4:61,156ms,0.16,0.09,0.026,0.02,12s,2.6s,0.19,278,0.56,0.44,0.97,62.0,0.97,UTC+8,AWS,ap-southeast-1,52,23,86.5,48,2,0.65,0.43,0.93,0.89,0.59,3,shard1:0.5;shard2:0.3;shard3:0.2,0.7,80.0,74.8,0.39,6.2,0.55,14.9,215ms,0.59,1928,436ms,0.12,0.993,91.9,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,maintenance,2308,322
4,2.5,x86,28,32,DDR5,11.4,1.7,SSD,549,729,1458,94ms,0.874,false,24.7,56.6,161.6,nodeA:173;nodeB:93;nodeC:257,shard1:337;shard2:261,299ms,0.11,0.03,0.025,0.06,16s,1.4s,0.4,2018,0.73,0.27,0.47,6.0,0.76,UTC+0,Digital Ocean,europe-central,12,6,21.0,7,3,0.57,0.24,0.48,0.34,0.49,2,shard1:0.5;shard2:0.1;shard3:0.4,0.8,57.8,57.2,0.39,1.3,0.7,12.0,183ms,0.75,886,202ms,0.1,0.868,73.4,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,active,1087,1789
9,2.2,ARM,63,56,DDR5,18.2,29.1,SSD,1019,1734,5202,197ms,0.937,false,33.2,68.3,462.2,nodeA:171;nodeB:98;nodeC:120;nodeD:188;nodeE:137,shard1:341;shard2:175;shard3:305,1344ms,0.1,0.05,0.046,0.04,15s,1.5s,0.16,1061,0.7,0.3,0.48,7.0,0.88,UTC-8,AWS,us-west-2,40,12,58.0,37,4,0.8,0.29,0.47,0.24,0.3,5,shard1:0.3;shard2:0.5;shard3:0.2,0.92,60.3,77.2,0.3,19.1,0.49,3.8,180ms,0.57,1202,276ms,0.22,0.852,73.8,storage,"storage,data_service,archive","data_storage,archive_service,data_retrieval",data_storage:1;archive_service:2;data_retrieval:2,high_load,2492,1236
31,3.4,x86,93,202,DDR4,160.6,15.4,HDD,656,1138,4552,121ms,0.995,true,66.8,68.5,912.4,nodeA:36;nodeB:67,shard1:244;shard2:243;shard3:332,1491ms,0.11,0.11,0.005,0.06,26s,1.7s,0.29,4058,0.66,0.34,0.7,12.9,0.88,UTC+8,AWS,ap-southeast-1,63,38,120.0,48,4,0.31,0.85,0.82,0.78,0.76,1,shard1:0.1;shard2:0.1;shard3:0.8,0.94,64.1,40.7,0.27,5.4,0.51,12.1,60ms,0.54,881,520ms,0.17,0.999,84.1,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,high_load,2901,1745
22,4.2,ARM,44,245,DDR5,99.4,28.3,SSD,700,3447,34470,33ms,0.981,true,25.2,79.8,739.6,nodeA:63;nodeB:171;nodeC:146;nodeD:57;nodeE:62,shard1:128;shard2:244;shard3:374,1654ms,0.21,0.04,0.043,0.01,8s,1.6s,0.33,3362,0.77,0.23,0.84,47.5,0.91,UTC+3,Yandex Cloud,ru-central1,54,20,84.0,39,3,0.81,0.44,0.24,0.4,0.34,1,shard1:0.7;shard2:0.3,0.71,84.5,47.1,0.32,21.9,0.54,11.8,35ms,0.71,1654,511ms,0.15,0.967,93.5,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,active,1868,430
11,2.9,ARM,44,45,DDR4,16.5,18.5,HDD,859,1640,31160,106ms,0.901,false,27.2,21.3,377.1,nodeA:173;nodeB:184;nodeC:122,shard1:210;shard2:140;shard3:253,1422ms,0.2,0.06,0.022,0.04,27s,6.6s,0.32,4683,0.76,0.24,0.59,1.8,0.81,UTC+3,Yandex Cloud,ru-central1,25,9,38.5,16,4,0.47,0.17,0.28,0.21,0.32,1,shard1:0.3;shard2:0.4;shard3:0.3,0.67,91.4,71.9,0.22,10.5,0.57,2.9,23ms,0.92,730,685ms,0.12,0.936,71.0,storage,"storage,data_service,archive","data_storage,archive_service,data_retrieval",data_storage:1;archive_service:2;data_retrieval:2,high_load,1863,1720
20,2.9,x86,120,115,DDR5,68.6,7.5,SSD,683,910,14560,85ms,0.998,true,34.7,70.8,1065.0,nodeA:248;nodeB:211;nodeC:220,shard1:397;shard2:351;shard3:306,170ms,0.25,0.12,0.023,0.05,15s,1.9s,0.18,1362,0.69,0.31,0.97,99.2,0.93,UTC-3,AWS,sa-east-1,62,24,98.0,57,2,0.81,0.6,0.93,0.62,0.66,1,shard1:0.4;shard2:0.6,0.55,46.1,68.2,0.11,4.3,0.64,10.0,224ms,0.93,729,490ms,0.04,0.982,84.0,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,maintenance,2224,1192
5,2.3,x86,35,50,DDR5,23.7,27.2,SSD,611,1567,26639,71ms,0.885,false,26.8,65.5,326.2,nodeA:218;nodeB:220;nodeC:78;nodeD:198,shard1:284;shard2:366;shard3:138,337ms,0.13,0.13,0.01,0.09,18s,3.9s,0.15,2098,0.61,0.39,0.38,4.3,0.77,UTC-3,AWS,sa-east-1,29,17,54.5,19,3,0.72,0.32,0.21,0.35,0.28,5,shard1:0.8;shard2:0.1;shard3:0.1,0.71,30.3,39.0,0.15,16.9,0.78,9.1,294ms,0.42,717,251ms,0.14,0.876,81.6,storage,"storage,data_service,archive","data_storage,archive_service,data_retrieval",data_storage:1;archive_service:2;data_retrieval:2,high_load,2261,1358
19,3.7,x86,114,163,DDR4,83.0,3.9,SSD,512,2732,19124,198ms,0.973,true,57.6,79.3,1430.7,nodeA:299;nodeB:131;nodeC:237;nodeD:72;nodeE:146,shard1:66;shard2:280;shard3:184,554ms,0.19,0.08,0.011,0.04,29s,5.9s,0.36,178,0.59,0.41,0.74,17.3,0.86,UTC-3,AWS,sa-east-1,56,36,110.0,43,5,0.76,0.64,0.58,0.64,0.72,2,shard1:0.8;shard2:0.1;shard3:0.1,0.64,47.9,59.9,0.11,1.9,0.75,11.7,281ms,0.37,283,324ms,0.23,0.996,86.6,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,high_load,270,1606
21,2.4,x86,63,116,DDR5,82.0,10.1,HDD,703,2236,42484,184ms,0.985,true,57.7,37.7,963.2,nodeA:203;nodeB:52;nodeC:293;nodeD:223;nodeE:131,shard1:158;shard2:303;shard3:187,396ms,0.19,0.14,0.028,0.09,6s,0.5s,0.33,3471,0.77,0.23,0.99,21.4,0.98,UTC+1,Azure,europe-west,40,16,64.0,30,3,0.79,0.77,0.73,0.65,0.51,4,shard1:0.8;shard2:0.1;shard3:0.1,0.68,34.9,76.6,0.32,4.5,0.75,10.7,208ms,0.6,1049,385ms,0.18,0.997,95.2,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,active,481,1546
28,4.0,x86,140,68,DDR5,24.6,14.0,NVMe,571,2869,5738,185ms,0.998,true,49.9,84.7,1409.4,nodeA:55;nodeB:291;nodeC:24,shard1:382;shard2:134;shard3:275;shard4:229,818ms,0.09,0.14,0.017,0.07,23s,1.6s,0.3,1455,0.42,0.58,0.83,22.9,0.91,UTC+3,Yandex Cloud,ru-central1,71,17,96.5,41,2,0.44,0.44,0.78,0.61,0.58,1,shard1:0.6;shard2:0.4,0.83,83.1,89.2,0.2,3.9,0.34,6.4,72ms,0.37,802,356ms,0.05,0.995,93.6,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,maintenance,645,1363
10,4.2,ARM,30,95,DDR4,56.5,5.8,NVMe,559,2088,12528,62ms,0.985,true,65.1,32.4,880.8,nodeA:276;nodeB:232;nodeC:236;nodeD:225,shard1:377;shard2:324,722ms,0.12,0.14,0.006,0.09,9s,0.9s,0.28,1645,0.7,0.3,0.93,90.8,0.92,UTC-8,AWS,us-west-2,56,24,92.0,31,3,0.62,0.73,0.75,0.89,0.79,3,shard1:0.3;shard2:0.7,0.56,86.0,61.9,0.18,3.5,0.76,14.4,57ms,0.31,188,64ms,0.09,0.981,81.1,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,idle,1730,1087
5,3.5,x86,40,28,DDR5,17.9,0.6,SSD,567,847,7623,92ms,0.856,false,26.0,45.4,163.3,nodeA:26;nodeB:145,shard1:291;shard2:236,1446ms,0.06,0.11,0.035,0.03,15s,3.4s,0.31,1442,0.6,0.4,0.27,8.2,0.8,UTC+9,Alibaba Cloud,ap-northeast-1,10,7,20.5,6,4,0.78,0.16,0.65,0.23,0.37,5,shard1:0.8;shard2:0.1;shard3:0.1,0.53,76.3,62.5,0.08,0.3,0.52,8.0,105ms,0.54,572,155ms,0.27,0.917,62.9,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,idle,2184,55
7,2.8,x86,56,10,DDR5,5.9,0.7,NVMe,173,283,2547,43ms,0.93,false,88.7,81.8,67.2,nodeA:254;nodeB:63;nodeC:68;nodeD:278,shard1:376;shard2:251,1152ms,0.27,0.12,0.019,0.02,29s,1.5s,0.16,4718,0.71,0.29,0.47,3.7,0.75,UTC-3,AWS,sa-east-1,11,10,26.0,11,3,0.4,0.57,0.21,0.32,0.45,1,shard1:0.6;shard2:0.4,0.96,30.1,67.7,0.35,0.4,0.36,8.4,141ms,0.57,172,195ms,0.22,0.859,83.0,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,idle,2228,895
18,4.3,ARM,90,243,DDR4,174.0,6.6,SSD,583,2113,19017,94ms,0.954,true,34.2,69.6,1084.7,nodeA:225;nodeB:210;nodeC:63,shard1:350;shard2:182;shard3:88;shard4:61,518ms,0.08,0.08,0.019,0.02,26s,7.6s,0.16,2625,0.59,0.41,0.87,24.4,0.81,UTC+9,Alibaba Cloud,ap-northeast-1,75,37,130.5,75,2,0.44,0.87,0.57,0.73,0.79,4,shard1:0.3;shard2:0.7,0.75,74.0,41.9,0.4,1.4,0.54,7.3,147ms,0.36,258,193ms,0.05,0.981,94.1,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,active,1010,317
22,2.1,x86,132,174,DDR4,123.7,7.5,SSD,150,2567,38505,161ms,0.958,true,35.0,28.1,779.9,nodeA:143;nodeB:156;nodeC:293,shard1:78;shard2:162;shard3:344;shard4:248,504ms,0.06,0.1,0.016,0.04,28s,7.6s,0.24,818,0.51,0.49,0.73,26.7,0.83,UTC-8,AWS,us-west-2,70,40,130.0,69,2,0.94,0.83,0.67,0.63,0.59,5,shard1:0.8;shard2:0.1;shard3:0.1,0.74,55.2,36.7,0.16,2.5,0.84,11.9,49ms,0.83,1016,592ms,0.11,0.991,84.2,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,high_load,753,255
19,4.3,x86,38,154,DDR5,119.2,7.6,SSD,696,1571,26707,94ms,0.99,true,32.3,17.7,444.9,nodeA:220;nodeB:36,shard1:358;shard2:212,716ms,0.1,0.09,0.005,0.09,8s,2.0s,0.2,1553,0.77,0.23,0.98,12.0,0.94,UTC+1,Azure,europe-west,32,28,74.0,27,2,0.54,0.92,0.69,0.36,0.52,2,shard1:0.6;shard2:0.4,0.97,77.6,53.4,0.27,3.7,0.49,10.9,202ms,0.45,1256,229ms,0.12,0.994,85.3,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,active,827,1542
18,2.4,ARM,36,245,DDR4,155.6,12.2,SSD,463,2829,5658,102ms,0.963,true,37.5,19.7,756.7,nodeA:229;nodeB:296;nodeC:155,shard1:194;shard2:202;shard3:171;shard4:99,421ms,0.23,0.03,0.025,0.05,20s,5.4s,0.25,3202,0.54,0.46,0.78,23.9,0.92,UTC-8,AWS,us-west-2,40,29,83.5,22,2,0.49,0.58,0.96,0.34,0.47,4,shard1:0.4;shard2:0.6,0.58,34.9,86.2,0.39,4.9,0.89,13.5,35ms,0.58,1388,218ms,0.19,0.988,81.0,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,active,1456,470
4,4.1,x86,28,27,DDR5,14.6,0.6,SSD,331,274,3014,170ms,0.948,false,53.1,23.1,246.2,nodeA:81;nodeB:249;nodeC:108,shard1:158;shard2:148,1164ms,0.17,0.11,0.009,0.06,20s,2.9s,0.21,1628,0.58,0.42,0.23,2.3,0.79,UTC+9,Alibaba Cloud,ap-northeast-1,23,2,26.0,13,2,0.36,0.27,0.47,0.49,0.44,5,shard1:0.1;shard2:0.9,0.53,55.2,59.0,0.39,0.4,0.86,9.0,140ms,0.61,211,454ms,0.27,0.921,72.6,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,idle,2216,1689
16,2.8,x86,112,81,DDR5,27.8,7.6,NVMe,685,2135,21350,134ms,0.99,true,84.2,15.9,960.3,nodeA:88;nodeB:173;nodeC:246,shard1:187;shard2:263;shard3:359,701ms,0.18,0.07,0.024,0.02,14s,2.7s,0.39,920,0.77,0.23,0.95,35.7,0.93,UTC+0,Digital Ocean,europe-central,51,20,81.0,37,5,0.67,0.66,0.58,0.54,0.65,4,shard1:0.3;shard2:0.7,0.52,87.8,46.5,0.13,4.9,0.85,13.6,30ms,0.52,1675,360ms,0.1,0.996,95.4,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,high_load,2905,251
24,4.0,x86,48,143,DDR5,93.6,6.0,HDD,656,918,6426,183ms,0.984,true,78.3,73.6,599.6,nodeA:134;nodeB:149,shard1:206;shard2:379;shard3:190;shard4:266,567ms,0.06,0.07,0.014,0.04,12s,2.1s,0.29,1114,0.67,0.33,0.92,50.1,0.95,UTC-3,AWS,sa-east-1,62,29,105.5,53,4,0.41,0.89,0.86,0.71,0.51,4,shard1:0.8;shard2:0.1;shard3:0.1,0.52,85.5,75.7,0.13,2.0,0.44,3.9,229ms,0.63,1820,748ms,0.01,0.997,91.7,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,maintenance,2562,1690
16,3.3,ARM,112,319,DDR5,185.3,20.6,NVMe,409,2722,13610,85ms,0.989,true,43.5,34.4,395.1,nodeA:152;nodeB:113;nodeC:191,shard1:95;shard2:163;shard3:231;shard4:164,1067ms,0.12,0.11,0.045,0.04,7s,1.3s,0.17,565,0.72,0.28,0.92,54.5,0.91,UTC+1,Azure,europe-west,21,30,66.0,17,4,0.47,0.31,0.39,0.11,0.48,5,shard1:0.4;shard2:0.5;shard3:0.1,0.89,52.3,71.4,0.29,12.0,0.59,14.2,203ms,0.63,1781,224ms,0.25,0.992,74.5,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,maintenance,499,1014
23,2.1,ARM,161,82,DDR5,44.0,3.9,NVMe,242,2363,42534,143ms,0.986,true,23.8,74.8,509.9,nodeA:179;nodeB:86;nodeC:72;nodeD:216,shard1:351;shard2:206;shard3:135;shard4:83,305ms,0.14,0.15,0.045,0.1,7s,0.9s,0.31,762,0.6,0.4,0.96,67.1,0.93,UTC+8,AWS,ap-southeast-1,53,20,83.0,32,3,0.67,0.49,0.88,0.77,0.45,4,shard1:0.3;shard2:0.7,0.8,56.2,87.7,0.18,0.9,0.42,6.2,27ms,0.88,1600,593ms,0.07,0.993,91.3,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,high_load,1119,513
7,4.5,ARM,28,23,DDR5,11.0,0.8,SSD,533,119,1071,10ms,0.872,false,88.9,29.8,55.5,nodeA:287;nodeB:123;nodeC:203;nodeD:229,shard1:132;shard2:70;shard3:330,1233ms,0.09,0.07,0.034,0.01,23s,5.6s,0.29,4965,0.8,0.2,0.43,0.3,0.83,UTC-5,Google Cloud,us-east-1,18,9,31.5,15,2,0.66,0.34,0.28,0.38,0.45,3,shard1:0.8;shard2:0.1;shard3:0.1,0.7,36.6,58.8,0.27,0.5,0.55,13.6,281ms,0.77,291,339ms,0.04,0.861,65.0,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,active,918,1643
23,4.1,ARM,161,380,DDR4,142.3,6.5,NVMe,643,1807,9035,183ms,0.997,true,65.1,47.0,786.4,nodeA:244;nodeB:112;nodeC:214;nodeD:203;nodeE:34,shard1:116;shard2:297;shard3:299;shard4:107,1040ms,0.17,0.03,0.013,0.01,9s,1.3s,0.3,3589,0.7,0.3,0.81,8.4,0.93,UTC+1,Azure,europe-west,30,20,60.0,26,5,0.92,0.23,0.57,0.25,0.34,1,shard1:0.5;shard2:0.1;shard3:0.4,0.69,92.6,42.7,0.19,4.6,0.78,10.1,105ms,0.37,1475,793ms,0.03,0.995,74.0,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,idle,1804,1916
14,4.2,ARM,84,98,DDR4,63.1,42.6,SSD,843,1855,16695,178ms,0.898,false,66.5,59.9,174.3,nodeA:206;nodeB:47;nodeC:134;nodeD:252,shard1:336;shard2:367;shard3:357,1343ms,0.27,0.1,0.006,0.09,30s,7.9s,0.36,713,0.7,0.3,0.26,2.9,0.77,UTC-8,AWS,us-west-2,50,17,75.5,37,3,0.35,0.32,0.49,0.14,0.4,3,shard1:0.7;shard2:0.1;shard3:0.2,0.56,62.3,67.5,0.09,19.1,0.63,1.0,66ms,0.81,1317,702ms,0.1,0.901,65.2,storage,"storage,data_service,archive","data_storage,archive_service,data_retrieval",data_storage:1;archive_service:2;data_retrieval:2,idle,2850,984
19,4.1,ARM,152,138,DDR5,79.2,7.2,NVMe,228,1187,8309,198ms,0.974,true,77.5,67.0,909.2,nodeA:160;nodeB:223;nodeC:195,shard1:281;shard2:118;shard3:120,720ms,0.2,0.04,0.047,0.05,29s,7.4s,0.16,2868,0.44,0.56,0.78,25.3,0.94,UTC-5,Google Cloud,us-east-1,79,29,122.5,68,3,0.93,0.4,0.85,0.63,0.57,5,shard1:0.6;shard2:0.3;shard3:0.1,0.73,63.0,84.9,0.11,3.9,0.74,2.8,218ms,0.73,1291,379ms,0.16,0.987,97.6,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,idle,2936,1611
27,3.8,x86,189,152,DDR4,115.6,3.9,HDD,302,3063,58197,124ms,0.983,true,42.6,23.1,852.2,nodeA:47;nodeB:26;nodeC:148;nodeD:123,shard1:276;shard2:165;shard3:374;shard4:381,1183ms,0.2,0.14,0.037,0.07,24s,6.5s,0.23,204,0.61,0.39,0.71,20.4,0.82,UTC-8,AWS,us-west-2,47,39,105.5,28,4,0.74,0.48,0.53,0.77,0.48,5,shard1:0.7;shard2:0.2;shard3:0.1,0.52,82.9,31.7,0.35,2.5,0.82,11.4,219ms,0.45,1656,762ms,0.09,0.993,96.7,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,idle,1687,903
5,2.5,x86,15,126,DDR5,70.2,29.1,NVMe,838,1071,20349,31ms,0.876,false,31.3,74.2,102.8,nodeA:215;nodeB:78;nodeC:217;nodeD:151,shard1:194;shard2:62;shard3:314;shard4:241,1155ms,0.23,0.04,0.012,0.04,16s,3.9s,0.29,2567,0.6,0.4,0.39,7.9,0.77,UTC+0,Digital Ocean,europe-central,48,12,66.0,29,2,0.81,0.18,0.47,0.26,0.34,2,shard1:0.5;shard2:0.2;shard3:0.3,0.82,51.5,44.1,0.38,16.6,0.58,8.9,24ms,0.37,758,506ms,0.08,0.914,83.0,storage,"storage,data_service,archive","data_storage,archive_service,data_retrieval",data_storage:1;archive_service:2;data_retrieval:2,active,1098,131
32,3.3,x86,64,224,DDR4,74.5,11.4,SSD,338,3807,57105,11ms,0.99,true,34.4,73.0,1378.6,nodeA:89;nodeB:220;nodeC:299,shard1:374;shard2:123;shard3:202,1091ms,0.21,0.14,0.039,0.02,29s,6.6s,0.11,700,0.42,0.58,0.86,17.7,0.88,UTC-8,AWS,us-west-2,46,28,88.0,35,5,0.71,0.64,0.51,0.7,0.61,5,shard1:0.9;shard2:0.1;shard3:-0.0,0.53,78.5,28.0,0.35,4.7,0.6,5.1,174ms,0.69,626,498ms,0.12,0.996,80.6,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,maintenance,740,1142
2,2.8,x86,14,31,DDR4,23.3,1.0,HDD,542,761,13698,197ms,0.864,false,32.9,58.2,113.2,nodeA:256;nodeB:248;nodeC:203;nodeD:176;nodeE:269,shard1:105;shard2:139;shard3:380;shard4:360,434ms,0.1,0.12,0.043,0.09,29s,6.1s,0.12,651,0.5,0.5,0.2,9.5,0.82,UTC+0,Digital Ocean,europe-central,9,5,16.5,4,4,0.7,0.55,0.36,0.28,0.45,3,shard1:0.8;shard2:0.2,0.83,39.9,61.8,0.33,0.8,0.4,5.4,133ms,0.76,1362,496ms,0.09,0.886,77.0,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,active,1458,1847
17,4.1,ARM,119,143,DDR5,101.0,20.2,NVMe,724,2371,7113,177ms,0.99,true,58.0,84.9,483.3,nodeA:286;nodeB:160,shard1:184;shard2:346;shard3:328;shard4:341,804ms,0.14,0.05,0.04,0.08,9s,0.8s,0.25,841,0.56,0.44,0.88,68.6,0.92,UTC+1,Azure,europe-west,52,14,73.0,40,3,0.42,0.57,0.53,0.49,0.49,4,shard1:0.4;shard2:0.6,0.95,32.6,74.5,0.13,7.2,0.44,10.4,285ms,0.89,789,447ms,0.15,0.972,71.2,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,active,2756,713
5,4.4,x86,15,24,DDR4,12.1,1.7,HDD,473,598,10166,108ms,0.939,false,20.5,76.7,160.0,nodeA:107;nodeB:132;nodeC:230;nodeD:93;nodeE:113,shard1:387;shard2:311;shard3:185;shard4:135,671ms,0.07,0.1,0.015,0.03,26s,5.2s,0.35,1986,0.57,0.43,0.27,6.8,0.72,UTC-3,AWS,sa-east-1,11,4,17.0,10,5,0.31,0.12,0.49,0.16,0.45,1,shard1:0.8;shard2:0.1;shard3:0.1,0.93,39.5,35.8,0.37,0.9,0.54,14.6,29ms,0.87,1540,727ms,0.25,0.945,65.4,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,idle,2584,1015
14,3.3,ARM,84,239,DDR5,121.9,4.1,NVMe,218,1726,29342,111ms,0.993,true,62.0,76.4,1031.4,nodeA:229;nodeB:205;nodeC:74;nodeD:99,shard1:383;shard2:349;shard3:179,440ms,0.07,0.11,0.046,0.06,15s,4.1s,0.33,3634,0.61,0.39,0.77,16.4,0.81,UTC-8,AWS,us-west-2,60,40,120.0,54,5,0.53,0.84,0.94,0.8,0.63,4,shard1:0.8;shard2:0.1;shard3:0.1,0.56,61.0,40.1,0.35,1.5,0.83,6.7,116ms,0.3,1572,57ms,0.18,0.982,80.1,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,idle,2781,470
8,3.4,ARM,24,19,DDR5,11.0,1.2,HDD,434,691,8983,181ms,0.927,false,47.9,24.7,266.0,nodeA:106;nodeB:38;nodeC:204,shard1:385;shard2:50,443ms,0.24,0.08,0.036,0.02,21s,3.7s,0.34,4610,0.65,0.35,0.44,4.0,0.71,UTC+8,AWS,ap-southeast-1,7,4,13.0,6,5,0.36,0.23,0.39,0.34,0.49,4,shard1:0.2;shard2:0.8,0.79,63.9,71.3,0.26,0.9,0.79,10.0,244ms,0.31,1791,722ms,0.28,0.902,64.9,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,maintenance,2555,1095
