node_id,f_classic_000,f_classic_001,f_classic_002,f_classic_003,f_classic_004,f_classic_005,f_classic_006,f_classic_007,f_classic_008,f_classic_009,f_classic_010,f_classic_011,f_classic_012,f_classic_013,f_classic_014,f_classic_015,f_classic_016,f_classic_017,f_classic_018,f_classic_019,f_classic_020,f_classic_021,f_classic_022,f_classic_023,f_classic_024,f_classic_025,f_classic_026,f_classic_027,f_classic_028,f_classic_029,f_classic_030,f_classic_031,f_classic_032,f_classic_033,f_classic_034,f_classic_035,f_classic_036,f_classic_037,f_classic_038,f_classic_039,f_classic_040,f_classic_041,f_classic_042,f_classic_043,f_classic_044,f_classic_045,f_classic_046,f_classic_047,f_classic_048,f_classic_049,f_classic_050,f_classic_051,f_classic_052,f_classic_053,f_classic_054,f_classic_055,f_classic_056,f_classic_057,f_classic_058,f_classic_059,f_classic_060,f_classic_061,f_classic_062,f_classic_063,f_classic_064,f_classic_065,f_classic_066,f_classic_067,f_classic_068,f_classic_069,f_classic_070,f_classic_071,f_classic_072,f_classic_073,f_classic_074,f_classic_075,f_classic_076,f_classic_077,f_classic_078,f_classic_079,f_classic_080,f_classic_081,f_classic_082,f_classic_083,f_classic_084,f_classic_085,f_classic_086,f_classic_087,f_classic_088,f_classic_089,f_classic_090,f_classic_091,f_classic_092,f_classic_093,f_classic_094,f_classic_095,f_classic_096,f_classic_097,f_classic_098,f_classic_099,f_classic_100,f_classic_101,f_classic_102,f_classic_103,f_classic_104,f_classic_105,f_classic_106,f_classic_107,f_classic_108,f_classic_109,f_classic_110,f_classic_111,f_classic_112,f_classic_113,f_classic_114,f_classic_115,f_classic_116,f_classic_117,f_classic_118,f_classic_119,f_classic_120,f_classic_121,f_classic_122,f_classic_123,f_classic_124,f_classic_125,f_classic_126,f_classic_127
109,912.747803,2261.478027,339.929688,2548.691895,2177.575928,2179.327637,-3556.463867,4641.100098,6762.605469,987.346252,-6050.001953,-3032.250977,-7033.151367,-5805.827637,-3519.928955,2350.867432,-5676.971680,-3454.534424,3865.222168,1076.793091,8162.234863,-1256.796631,-1064.730469,423.053009,-5999.818848,-706.601013,-1626.697266,-1642.782837,3230.639893,-4593.763184,-5324.171875,-3086.583008,-486.967987,-2526.795898,231.589966,-2878.071289,-2391.884521,2846.863770,-1465.039917,264.019989,-2642.517090,-3794.729492,-1131.711304,968.990723,-4317.930664,-4610.851562,-203.992584,6222.912598,-84.909714,7259.665527,-14.380320,-1094.383057,-4679.162109,2028.270264,881.328125,-3081.484619,3307.364502,-8839.775391,-3218.084229,-832.103882,-2807.916016,1211.792480,4242.888184,2684.415283,-2692.224121,1332.497070,1126.339600,557.635010,6515.256836,-2952.195312,-5703.616699,-207.893661,-89.706329,-5138.144043,-312.982880,5196.909668,3410.401367,1865.922241,1687.802002,-2232.772461,4416.411133,7367.105957,2108.224854,-3096.688721,-1652.548096,2101.503174,859.878662,4493.044434,-323.095764,3491.812012,-2772.511230,-2616.660400,-3892.166260,5625.036621,-2780.513672,561.608704,2092.697021,-479.570343,958.908752,-8454.579102,4176.622070,2956.207520,4233.308105,1860.023071,-3787.717285,-4711.619141,4723.557617,-4013.363525,5.619677,3494.381836,117.887901,-2594.376709,7025.586426,5372.585938,4416.038086,-6974.633789,541.839111,1907.478516,757.218140,-1839.797852,4402.395508,-5854.197754,-3348.475830,7462.960938,6843.519531,-3943.927734,-4316.817383,2525.515869
110,-735.241516,2585.652100,1392.642212,393.149780,-373.674927,1218.730103,-4386.503418,1013.200256,4257.839355,2023.618652,-3046.177002,-276.401581,-5735.509766,-2217.996826,-2518.335205,2053.712158,-5087.771484,-1185.274292,3992.945801,813.187012,5439.789062,-1209.401611,-2923.788086,-1097.051758,-4149.852051,1323.886475,-2982.974609,-1547.077148,3814.659180,-2846.546875,-4099.647949,840.842407,-2339.192383,-247.699554,2017.626221,-742.223938,-1331.319824,3639.531006,-1169.704346,-2030.368652,-707.514343,-3112.835449,2127.288330,1358.685669,-3860.449951,-3264.410889,1337.663818,2742.166260,-2375.572021,3909.395020,1717.004761,103.182053,-2574.186523,3102.193359,-1579.105591,-1295.347168,2131.866211,-5688.705078,-3060.961426,833.716003,-431.149750,2976.314209,3363.230957,876.205383,-2210.528564,1202.668457,2132.273438,-869.139404,4095.037109,-2591.632812,-1914.729004,179.135208,2067.598877,-4181.956055,-2469.213867,2849.586182,2722.000977,963.631042,-582.500549,-1284.546509,3162.199707,4497.682129,990.885132,-1449.891602,-3899.869873,3143.476807,2778.521484,2981.600098,-1937.934570,3811.608398,260.269409,1485.974976,-1652.213989,3791.447266,-1047.521240,-1838.101074,617.509705,418.747620,2597.007568,-5895.165527,2211.758057,81.716217,4317.447266,3365.926514,-3407.084473,-1418.796265,4208.420898,-961.569946,-2047.571655,1209.848999,1244.801636,1123.906982,3865.831543,3240.043213,3500.681641,-3488.192139,1849.418213,-1448.326416,-2523.190918,-3183.054932,4374.491699,-4281.014648,-2618.219238,4465.094727,5696.548828,-1554.229004,-4366.304199,2464.219727
111,-311.164276,3192.196777,1133.297241,1329.600342,211.791321,2526.539551,-5296.515625,2860.113770,7084.304199,2995.983398,-5053.171875,-1383.809082,-7800.046387,-4498.150391,-3650.736328,2645.897705,-6886.108398,-2546.594971,5192.976562,1079.675781,8654.666992,-1563.127441,-3290.020508,-686.151428,-6833.794434,786.931580,-4529.662109,-2886.172119,4109.198730,-4488.443359,-6558.927246,-31.204279,-2448.008057,-1453.947754,1939.367432,-1238.358032,-2576.583740,4084.983887,-1598.457764,-1720.031250,-1965.465942,-4852.907715,1292.065430,1541.097168,-5421.436523,-4825.302246,321.302704,4907.027832,-2433.009033,6222.226562,2002.753662,255.442093,-4559.593262,4207.827148,-1847.363281,-2849.794678,4256.291504,-8525.565430,-4717.716797,567.732605,-1461.946289,2796.508545,4520.515137,1399.463257,-2831.398438,1909.358154,2865.653320,-346.652161,6495.862305,-2835.270508,-3768.104492,-23.908075,1966.228394,-5855.514648,-2369.830566,5048.562012,4077.644287,1884.602295,249.926773,-1846.881714,4785.048828,6990.546875,1891.657837,-2479.993896,-4343.493652,4369.088379,3567.794678,4520.249023,-1603.498779,4731.981934,-1449.095947,449.136414,-3273.666748,5833.887695,-1752.402954,-2053.844727,1505.487427,-159.394806,2369.537598,-8658.443359,4217.509766,981.185303,5630.340820,4555.354004,-4742.187500,-3553.315674,5541.845703,-2292.117432,-1291.897583,3126.930420,1048.040649,-683.824951,6213.377930,5030.841309,5169.345215,-6290.415527,1702.575928,-449.343292,-1891.382202,-3923.543457,6193.435059,-6648.783691,-4216.675293,6538.090332,7747.578613,-3546.385742,-5968.564453,3624.120850
112,-255.905182,745.453064,838.015991,-562.303589,564.264648,-901.419434,-581.749634,-544.913513,-272.077026,-674.830994,-631.677307,-413.222687,-1947.244263,-352.292480,-1287.933594,663.605103,-1334.774292,1072.837646,1213.787964,-190.149017,519.390320,-966.558594,-367.930328,-1325.196899,825.000427,1323.365967,1623.480713,933.834351,2277.445312,-1006.008118,226.364624,69.649399,-311.792877,735.798889,1012.395935,-985.365662,541.863525,1484.194092,-0.135699,-848.310913,615.559265,-255.891327,1558.319458,861.056580,-880.238892,-1003.713440,1841.464966,105.071480,-381.596619,883.473450,126.742447,-1228.750244,449.282715,-531.180359,1095.258545,761.904480,-1619.928345,-1239.067749,556.395813,960.988892,-61.051899,1377.510376,1236.890015,658.587769,-628.498657,-937.653564,-1128.947021,-948.946289,1259.050659,-1842.200195,-556.863586,856.527771,-129.737259,-32.450336,-64.290932,-142.615265,494.647614,-1197.060425,138.354309,-323.736053,22.539856,214.859512,-663.334045,-180.594330,-717.328613,64.387825,-557.309021,41.206825,-1038.050903,821.244690,1408.296143,353.617767,-48.306873,448.732574,-685.407593,255.402847,88.389023,542.036804,1273.668335,-1185.872314,-547.930603,760.042542,634.649475,-436.466553,-264.384949,906.102356,1160.493530,-71.798347,-1803.644043,-868.916748,1118.030151,1503.586182,883.987793,734.959167,-237.506744,315.320648,1050.339233,-1583.211304,-1079.862427,-316.436493,461.670502,-64.501495,206.449020,1286.645752,1906.968506,756.638855,-31.913734,91.120346
113,496.246185,1023.450012,487.182434,103.465385,1353.733398,-377.664368,-368.266724,592.355591,1081.787354,-690.282959,-1779.271729,-1677.206299,-2641.341064,-2243.213135,-1838.614258,829.420105,-1988.029785,455.121094,1261.606567,-111.119545,1902.448364,-1039.725220,120.557175,-963.474365,-258.575867,835.084900,1693.104858,633.390076,1704.786743,-1986.658447,-639.271973,-1344.848633,322.906769,-336.964844,439.543579,-2137.764404,-65.364319,1021.034302,-139.001923,-566.387939,-58.067333,-1050.371094,229.533249,1088.763550,-1225.313110,-1823.608032,1137.532227,1675.580933,486.613556,2284.430908,-654.608154,-1709.510986,-380.553772,-1117.740723,1838.293213,194.021820,-1013.466553,-2298.343506,-59.893360,285.969604,-1342.827148,580.836121,1364.357788,1508.737671,-921.173706,-772.330078,-1394.105347,-317.135162,2520.221436,-1547.814209,-2131.176270,1105.945312,-1242.844727,-491.637390,1093.052368,1003.586426,1080.787231,-931.957031,1143.254028,-912.909790,591.898926,1052.790039,-42.705284,-665.396484,238.395401,-185.245682,-1218.200928,378.653687,-372.874268,592.413635,80.468887,-1286.982056,-1344.001587,1264.510254,-1324.805786,866.927795,834.407410,209.147507,582.105774,-2153.334473,400.868317,2356.631104,637.345520,-772.213684,-156.911636,-586.958191,1211.942139,-1258.831787,-800.460876,228.095261,659.089355,-505.303741,2502.918945,1823.117554,5.772315,-1195.078857,510.967133,-228.357422,249.393295,94.306923,506.625824,-974.196472,-497.365906,2117.483887,2763.493896,-487.842896,-15.640794,532.684387
114,245.073654,1081.615601,497.940918,478.128937,233.244675,299.716064,-1559.006592,979.527954,1656.604370,117.241081,-1908.953735,-814.050293,-2579.073730,-1318.087769,-1050.853882,976.658264,-2263.293701,-581.262512,1249.094604,288.366516,1952.436768,-605.387085,-724.242065,-396.134644,-1458.371094,450.402161,-31.718668,-106.878769,1663.033203,-1137.427124,-1244.846191,-493.726624,-484.928284,-73.640259,588.721436,-1194.179810,-240.224411,1247.443848,-727.083252,-577.789429,-234.973419,-1074.862793,451.843140,431.896790,-1396.625122,-1363.111694,966.474182,1516.645996,18.876768,2085.254150,-136.692657,-606.930359,-1115.888428,581.346924,236.878433,-398.403259,-3.300028,-2550.853760,-704.192139,-190.066315,-720.335205,933.003967,1103.369385,1012.730225,-1044.653931,443.853607,288.221741,-104.918755,1933.900146,-1180.033691,-1416.140503,245.412384,345.245178,-1628.831421,-248.315430,1082.217163,1298.236084,8.663660,160.179886,-1005.194153,1392.860840,1900.560059,569.156372,-571.088684,-956.473022,636.994934,216.371353,1355.412964,-625.148438,1394.669678,29.881111,-184.898453,-1010.240784,1402.537354,-805.024780,-41.380745,377.350830,288.938080,1096.529541,-2693.208984,611.406799,785.484741,1728.294189,418.357361,-1252.126221,-797.231995,1527.356689,-1313.021118,-728.540344,415.455902,487.060608,-90.696297,2117.339844,1512.414917,1085.986694,-1522.938232,578.164368,-49.195038,-319.827759,-515.084167,1435.905273,-1485.206787,-835.004211,2244.982666,2413.248291,-807.588257,-1394.042603,932.910156
115,220.155319,1317.948730,698.710144,686.063904,2275.882080,141.615936,-1274.215698,1516.891724,2889.219971,-363.528320,-2826.679443,-2319.534912,-4915.964355,-3694.545410,-3506.599609,1019.009521,-3146.291504,64.508148,2942.404297,357.726929,4600.671387,-1392.133179,-228.686005,-1018.199402,-1758.269287,885.127747,1091.055176,43.498459,2692.521729,-3656.630127,-2509.119629,-2218.368652,274.254272,-1142.638428,823.124634,-2708.443848,-640.517456,2131.368652,-262.278198,-634.292053,-1204.131592,-1905.060669,368.246582,1424.500854,-2516.590820,-3242.905029,1253.671021,3203.588623,-498.333527,4245.901855,149.565628,-1956.783813,-1413.032349,-508.352386,2023.612671,-519.969910,69.853081,-5065.835449,-869.125000,893.999207,-1762.688354,1479.276001,3358.877930,2084.135742,-1691.496460,-1200.737427,-1290.486084,-253.468842,4404.830566,-2566.128662,-3336.152588,819.786377,-1169.991821,-1685.933228,828.217102,2786.665039,1647.949585,-314.310425,1611.381104,-928.509155,1584.157349,2958.412842,-346.468933,-1694.995117,-258.089417,662.973633,-780.865540,1016.984741,-632.155212,1839.858276,-731.015137,-2161.593018,-2203.699219,3244.416016,-2452.101562,831.449097,1457.473389,210.660370,874.449707,-4534.704102,1796.286987,3115.315918,1428.020264,161.979645,-948.231934,-1681.750000,2747.410889,-1611.991821,-726.520142,930.980591,993.184082,-403.613556,3783.143311,3332.482422,1401.380249,-3067.590576,718.439026,-384.360382,-38.261513,-853.105042,1467.699097,-2812.505859,-1269.797852,4287.709961,4533.880371,-901.823364,-1152.856445,983.664978
116,-328.691101,1463.986450,1378.809204,-1062.729858,1174.113647,-1842.850708,-864.887817,-1461.290405,-797.548035,-994.184143,-196.841705,-744.601196,-2241.373047,-942.642944,-1945.333252,815.048218,-1659.297485,2029.888550,1606.139282,8.375362,259.219147,-967.520996,-269.487518,-1891.563721,1946.876343,2165.157715,2868.050049,1968.223145,2834.080078,-1448.111572,686.049072,-354.641998,-528.405396,419.705322,1035.403442,-2101.643799,791.885864,1606.312500,516.913818,-1741.832275,1012.997742,-271.510620,1995.044312,1892.347290,-921.432129,-1765.145996,2514.935303,254.802017,-167.506714,1038.811768,-172.945206,-1855.590942,1416.316528,-1869.876099,2200.962646,1777.007446,-2517.693848,-957.838379,682.515686,1181.536743,-369.908630,1578.405029,1656.718140,1369.139404,-1273.074585,-1460.543091,-2043.728271,-1436.738037,1374.162720,-2482.358398,-991.716125,1841.479004,-760.630676,420.952789,13.138004,-537.367859,401.014343,-1993.355957,150.849716,-474.186737,-327.193146,-402.057159,-1005.383789,-258.498627,-325.352386,-857.491455,-1713.648926,-1068.904907,-1706.577148,498.343689,2296.914062,521.033813,-101.572121,507.211639,-852.902100,335.758453,119.639763,872.588257,1771.636230,-814.234375,-1098.383545,1842.143921,161.604828,-1433.405029,782.666504,1603.244873,1259.445068,565.800049,-2758.050293,-1902.725220,1250.094116,2239.613770,1147.449707,1039.473145,-843.443176,860.110779,1592.149536,-2089.645752,-1719.791870,-418.795013,-297.873718,573.609009,424.930939,1284.751343,2779.063232,1500.686035,1010.576721,20.940237
117,-39.060837,1058.557007,882.853882,283.986755,1755.945923,-573.563171,-1058.288452,469.164368,1189.294678,-793.005432,-1547.894653,-1393.733765,-3298.008301,-1987.837402,-2357.581543,884.526611,-2111.427490,477.238647,2186.030273,252.307007,2480.610596,-892.632874,-60.253712,-991.999390,-250.727325,924.998230,1750.400757,811.613403,2567.749512,-2351.681641,-829.807129,-1526.074707,171.196228,-433.821472,775.615845,-2091.584717,-23.928259,1856.181152,-53.978737,-644.604370,-431.364380,-806.119080,742.766602,1159.739868,-1527.631958,-2139.719482,1661.608032,1879.805420,-323.920532,2739.652344,-19.442253,-1658.702393,-346.050415,-897.881165,1938.372070,302.483582,-827.933838,-3273.936279,-0.444951,717.197510,-1039.050659,1420.238892,2516.950439,1673.609863,-1451.689209,-1150.318237,-1264.762695,-632.076050,2652.246338,-2437.128906,-2125.470459,753.638855,-823.748535,-905.620911,266.822449,1207.342407,729.723450,-637.467712,810.163879,-700.810608,718.839844,1815.821045,-602.070374,-1003.534363,-292.847565,7.290389,-1210.518311,328.953156,-946.363220,1313.477905,344.851257,-1058.011719,-1038.582031,1838.121338,-1768.712036,862.720459,858.602600,502.490204,967.915222,-2870.888672,450.341614,2009.919800,766.527710,-520.238342,-440.359558,-329.037323,2020.967041,-810.805298,-1329.739624,-325.665649,866.051331,706.465271,2352.051514,2116.320068,552.582092,-1256.686890,794.526428,-757.253662,-652.927185,-486.395630,530.925232,-1218.452026,-354.127350,3011.712646,3056.989258,292.402557,-248.210541,201.843216
118,-476.175201,1425.677002,1170.698486,-601.171753,336.841278,-579.038391,-1750.119507,-815.746887,894.181763,364.293091,-663.636108,-534.015991,-2916.799072,-1047.172241,-1939.241211,707.470032,-2280.824951,1046.609741,2279.370361,416.635925,1753.084229,-842.276672,-1250.219604,-1502.953491,-288.509308,1825.226074,235.849533,285.671844,2428.520020,-1623.317139,-1272.860352,186.182373,-999.320435,222.788910,1403.094482,-1181.459717,164.349197,1904.246826,-23.685581,-1735.331299,209.049545,-1142.893921,1852.813965,1283.991577,-1550.128174,-1946.277710,1688.024170,720.754639,-1163.049561,1559.254761,815.320068,-700.889832,77.588112,82.407562,342.101318,678.015808,-668.053223,-2126.027832,-722.369324,1197.973145,-221.242142,1870.867310,1791.390259,1055.525391,-1389.652222,-687.970398,-420.778900,-946.725281,1935.529663,-1718.723633,-670.311584,948.727234,367.734619,-924.094482,-684.096436,673.478333,996.224487,-773.592041,-115.778893,-486.056641,695.705078,706.227234,-628.101440,-332.411987,-1387.858521,805.965637,149.413239,-159.316605,-1542.326538,1580.711182,1169.345337,722.492798,-580.280334,1512.386963,-893.145996,-818.325012,311.449005,853.496521,1769.641113,-2111.329834,148.225067,1009.157227,1152.026001,639.833435,-501.778107,471.491547,1791.960938,271.103394,-1754.753052,-832.349243,1199.729736,1638.853638,1373.294067,1515.151245,499.987854,-547.178528,1261.212891,-1923.188354,-2038.836914,-1336.386230,1011.445190,-995.034302,-605.754456,1684.507935,2901.330566,417.088562,-736.559387,817.531189
119,-378.279083,1307.998047,1304.938965,-994.644470,1092.173950,-1592.371582,-828.389832,-1268.545410,-602.762451,-703.284973,-290.046356,-669.684448,-2361.241699,-700.806335,-1944.514526,752.737549,-1713.082275,1785.755493,1794.359253,-42.061356,508.152039,-1003.651855,-383.272369,-1887.074097,1459.902710,1977.345825,2349.551758,1614.163330,2876.248779,-1494.941772,364.975098,-168.146683,-528.237732,451.985718,1189.404297,-1747.803345,730.729614,1706.631226,402.305634,-1568.996826,931.370361,-414.677399,2077.757568,1697.654785,-1169.172119,-1667.591797,2354.994385,147.423920,-435.263855,988.720154,97.755577,-1636.046875,1120.731323,-1348.276123,1733.507080,1375.050293,-2121.268066,-1243.766479,553.934143,1291.570923,-322.318085,1668.138794,1793.119385,1069.555786,-1118.342041,-1525.223877,-1729.637085,-1373.357178,1474.727173,-2431.009766,-756.402344,1485.765381,-525.800964,271.258118,-153.680588,-361.824249,475.786072,-1819.617676,110.808426,-279.739746,-180.371246,-161.241745,-1050.799194,-173.993118,-527.358887,-402.584381,-1194.153809,-700.542236,-1693.554810,774.185120,1999.133179,571.870972,-60.919434,629.997437,-774.505981,203.081833,202.087875,765.015686,1696.754272,-1120.495728,-771.810303,1441.615601,368.364349,-937.799866,412.025116,1536.299683,1382.257324,513.278259,-2572.355713,-1569.051270,1303.798096,2117.386719,1076.492310,1042.814941,-679.177246,711.606140,1516.683838,-2184.274658,-1758.822754,-564.183594,52.588856,274.617676,220.689743,1291.263550,2681.290527,1305.253052,651.577515,181.023392
120,1079.352783,1958.492432,200.062073,2456.198975,2310.769287,1859.366089,-2656.051758,4373.904297,5813.715820,531.663513,-5389.546387,-2994.553955,-5964.872070,-5412.284668,-3133.108887,2041.152588,-4846.250977,-3112.330322,3054.136719,794.399109,7083.452637,-1067.256836,-390.524567,537.068359,-5160.150391,-876.949585,-887.925354,-1215.358154,2556.139648,-4151.842773,-4375.735352,-3309.555908,61.555275,-2465.053223,-146.693695,-2952.809570,-2092.310547,2088.041748,-1257.323608,423.554169,-2379.750488,-3284.663086,-1498.685791,946.811523,-3673.468018,-3921.607422,-295.531921,5698.899414,488.867889,6407.349609,-471.982117,-1272.648560,-4019.635498,1197.847168,1273.587769,-2699.376709,2792.801758,-7614.396973,-2518.797607,-982.177429,-2855.390381,581.330444,3644.610596,2485.902832,-2276.774902,982.724182,689.125061,684.211060,5774.833496,-2460.109375,-5341.758789,-47.878117,-703.267090,-4224.870605,220.817841,4594.595215,2905.241943,1434.681641,1822.145386,-2028.102905,3748.096924,6418.445312,1913.004517,-2702.419678,-769.702271,1410.523682,108.290428,3851.754883,1.396585,2643.883789,-2690.225830,-2888.231445,-3593.709229,4742.186523,-2487.560547,1032.155884,2014.003784,-679.187317,392.894409,-7252.849121,3660.956787,3050.529541,3345.607178,1023.649597,-2949.509521,-4277.360840,3818.167725,-3855.568359,258.909637,3220.960449,-114.445305,-2975.790283,6400.927246,4698.368164,3516.175049,-6067.898438,255.236511,2170.958252,1314.079712,-1108.277222,3462.832520,-4957.844727,-2865.293457,6452.528809,5887.033691,-3521.948486,-3239.323975,2079.363770
121,-729.798950,1492.432495,1641.588623,-1064.730591,1074.025879,-1430.105469,-1500.887085,-1445.208130,-128.864670,-337.796570,-271.885406,-463.767700,-3373.253906,-751.879150,-2668.114502,839.459167,-2297.089355,2124.623291,2844.802734,46.823097,1572.953857,-1199.950684,-1019.836182,-2309.640381,919.235901,2312.840820,1654.487183,1183.614136,3597.098145,-2135.153809,-406.752716,232.182617,-888.370972,480.278290,1787.506714,-1630.366089,627.310669,2666.487793,406.960785,-2010.566528,686.466614,-729.201782,2746.057617,1871.270386,-1836.010132,-2176.338135,2805.102295,252.613327,-1545.640015,1447.790527,899.247437,-1574.756470,804.635315,-706.661255,1303.141602,1251.906250,-1706.794189,-2322.027588,141.932648,1888.432495,-167.015198,2548.518555,2672.889160,987.780212,-1471.603394,-1809.176025,-1400.388672,-1547.894409,2122.016846,-2889.619385,-573.297668,1284.395508,-87.660599,-248.342194,-639.867371,110.682449,623.847473,-1586.864380,-17.682240,-17.252024,95.481743,406.396729,-1420.301880,-367.513000,-1382.318970,406.937378,-521.322449,-568.353882,-2040.332153,1606.055054,2025.519653,794.831848,-80.320122,1315.492188,-1082.702026,-250.550613,349.466949,964.620117,2081.419189,-2053.036133,-343.134674,1219.909912,976.200256,10.103031,-95.348572,1426.263794,2154.076172,915.434143,-2846.625244,-1520.818237,1689.133301,2834.405029,1208.479004,1530.470947,-114.058777,388.626160,1846.024780,-2913.375244,-2526.773193,-1327.518066,654.024475,-551.361511,-147.784180,1858.200928,3310.650879,1564.177612,-146.944946,409.235779
122,1900.626709,552.816406,-531.220764,2555.853760,3299.359131,1108.088135,117.217125,4239.606445,3804.379883,-1216.987061,-4312.610352,-3784.403076,-3428.586914,-5278.560547,-2336.539062,1022.443604,-2337.115967,-2372.601807,1057.166016,308.250793,4722.870605,-679.097473,1649.754639,995.831055,-2851.705322,-1625.334351,1693.137329,-172.667694,612.497803,-3318.381104,-2166.406982,-4904.054199,2026.413330,-2621.445801,-1442.455322,-3524.412842,-1386.039917,158.304062,-646.409973,1701.560791,-2252.375244,-1751.321655,-3287.731445,355.088989,-1563.394165,-2558.803955,-810.334717,5085.540039,2254.619629,5249.527344,-1951.084839,-2097.479004,-2684.539062,-1392.360962,3176.057861,-1875.623657,1161.053223,-5301.057129,-574.887756,-1526.248901,-3368.415283,-1241.910767,2062.415527,2849.698486,-1338.203369,-139.788284,-1230.802124,1284.027344,4383.582031,-1280.356323,-5315.192383,238.806992,-2832.353760,-1927.967529,2516.272217,3494.906738,1510.739014,675.122803,2979.596680,-1729.658691,1998.764648,4245.275879,1265.633179,-2136.325684,1984.605103,-679.341431,-2473.668701,2089.458740,1418.617920,489.284637,-3188.196533,-4906.360840,-3355.825195,2967.099365,-2708.502930,2846.908203,2219.370850,-862.915588,-1354.755493,-4574.180176,2576.389893,4303.357910,735.737366,-1467.037476,-874.722107,-4109.125977,1574.677246,-4088.957275,1680.020996,2755.021973,-797.982544,-4336.981934,5265.390137,3647.787354,1383.677612,-4710.141602,-1076.514038,3410.297119,3345.445068,1143.223145,764.746277,-2838.986816,-1433.545776,4728.563477,3276.059570,-2885.580566,-476.132843,523.529114
123,192.829041,2465.497314,985.529846,1546.354858,744.753601,1731.991455,-4114.919434,2786.613525,5454.874023,1746.069458,-4293.591797,-1592.623901,-6244.213379,-3997.388916,-3010.712158,2035.459839,-5322.851074,-2266.497559,3885.733887,1049.931274,6714.047852,-961.882385,-2135.628662,-297.292114,-5310.983398,291.760498,-2686.066162,-1768.179321,3297.664551,-3706.618896,-4918.320801,-1269.310425,-1423.380615,-1567.267456,1007.734863,-1870.410034,-1755.959106,3057.151611,-1370.457031,-1073.761353,-1686.635132,-3460.083984,306.361755,1189.618042,-3987.437500,-3836.191406,425.011993,4544.231445,-1246.199097,5422.332031,923.866394,-363.794495,-3604.597412,2530.783447,-583.943542,-2082.780762,2932.429443,-7095.099609,-3275.548828,-89.341690,-1704.309326,1990.590698,3660.679932,1900.359375,-2599.190674,1314.294312,1894.806885,95.647675,5093.006836,-2381.949219,-3605.800537,-120.349823,969.806519,-4680.065430,-1421.228760,4037.549316,2958.714844,1532.843384,431.730896,-1712.795898,3866.912109,5753.449707,1578.106323,-2127.177246,-2761.208496,2477.500244,1901.590332,3493.317871,-1094.296021,3678.499756,-1488.244263,-672.481201,-2838.886230,4723.967285,-1794.050903,-755.509399,1365.970825,57.529659,1743.478882,-7001.862305,3239.767090,1546.736206,4213.065430,2774.318848,-3367.784180,-3180.329834,4312.873535,-2367.453369,-665.120178,2301.348877,553.404724,-862.040771,5278.338867,4304.619629,3891.951416,-5152.566895,1060.565308,426.088776,-956.220337,-2528.695801,4146.644043,-4981.252441,-3080.947754,5538.608398,5961.878418,-2685.423340,-4322.853027,2553.837158
124,399.531219,1489.331299,623.680420,697.760803,2587.892578,-61.065128,-1085.442749,1353.842529,2666.063721,-665.309753,-2755.229004,-2575.361572,-4479.159180,-3890.942383,-3301.112061,1190.852295,-3067.453369,55.832191,2702.102783,269.440247,4333.639160,-1311.085327,182.092209,-971.871643,-1310.894043,760.512329,1720.012939,481.990936,2536.625488,-3614.905762,-1953.035400,-2490.331299,490.498566,-1357.090454,510.764709,-3086.106934,-741.360229,1892.544312,-9.436073,-528.961792,-1057.512817,-1831.910400,-7.589332,1650.126831,-2294.525391,-3314.253418,1140.267212,3277.843750,14.058571,4223.289551,-358.872223,-2102.131348,-1167.052979,-1128.650146,2638.903564,-340.954926,-162.135437,-4732.917969,-734.911133,512.896423,-2131.018066,1064.529663,3117.045898,2268.145996,-1745.800293,-1202.186401,-1589.391846,-346.892761,4311.034668,-2605.436768,-3636.922119,1131.393311,-1668.367920,-1514.052246,1046.364258,2441.894531,1492.685303,-525.948242,1822.397827,-1071.046997,1312.719360,2819.308594,-163.068893,-1683.636230,215.804596,243.604111,-1543.626343,790.125305,-574.766235,1313.559448,-606.770691,-2262.951172,-2203.612549,2932.095947,-2438.479980,1186.979248,1595.821167,94.807312,542.838623,-4189.335449,1555.968506,3444.975342,1009.431946,-537.022156,-630.386414,-1581.230469,2452.720703,-1685.025879,-866.754761,782.742065,713.534729,-785.502930,4082.211670,3323.869629,1036.696289,-2911.709229,628.884644,-115.952782,206.121063,-523.267883,1109.770264,-2488.921143,-1227.384155,4157.416504,4530.378906,-855.877563,-491.023010,810.377808
