node_id,f_graph_000,f_graph_001,f_graph_002,f_graph_003,f_graph_004,f_graph_005,f_graph_006,f_graph_007,f_graph_008,f_graph_009,f_graph_010,f_graph_011,f_graph_012,f_graph_013,f_graph_014,f_graph_015,f_graph_016,f_graph_017,f_graph_018,f_graph_019,f_graph_020,f_graph_021,f_graph_022,f_graph_023,f_graph_024,f_graph_025,f_graph_026,f_graph_027,f_graph_028,f_graph_029,f_graph_030,f_graph_031,f_graph_032,f_graph_033,f_graph_034,f_graph_035,f_graph_036,f_graph_037,f_graph_038,f_graph_039,f_graph_040,f_graph_041,f_graph_042,f_graph_043,f_graph_044,f_graph_045,f_graph_046,f_graph_047,f_graph_048,f_graph_049,f_graph_050,f_graph_051,f_graph_052,f_graph_053,f_graph_054,f_graph_055,f_graph_056,f_graph_057,f_graph_058,f_graph_059,f_graph_060,f_graph_061,f_graph_062,f_graph_063,f_graph_064,f_graph_065,f_graph_066,f_graph_067,f_graph_068,f_graph_069,f_graph_070,f_graph_071,f_graph_072,f_graph_073,f_graph_074,f_graph_075,f_graph_076,f_graph_077,f_graph_078,f_graph_079,f_graph_080,f_graph_081,f_graph_082,f_graph_083,f_graph_084,f_graph_085,f_graph_086,f_graph_087,f_graph_088,f_graph_089,f_graph_090,f_graph_091,f_graph_092,f_graph_093,f_graph_094,f_graph_095
43,699.250305,974.701416,1493.546143,-2539.148682,-4148.000488,-1630.159912,718.281250,-3469.110840,-91.078735,1406.170410,-618.103760,-401.314209,2314.865967,-3327.449951,3039.385254,2921.276367,-829.401306,-1077.063965,97.565430,-2406.136719,-1263.294800,-527.591064,1929.529053,-3510.830078,-1309.994507,612.574951,-2204.651367,-260.919678,-3884.296143,43.370872,2023.465942,-183.523804,484.283875,2006.584473,-2403.422119,246.759598,-3785.126953,1153.041138,-498.520874,2407.700195,851.853027,-3849.163574,416.958313,1590.124023,1383.119995,-937.805054,1013.826660,1861.895264,1784.860840,-13.828796,-444.975220,1271.642090,3274.813721,-1813.107178,2489.571289,626.044617,3069.938477,-3684.949707,-948.785889,405.550507,-2752.606445,-2816.140137,-1209.322021,698.217773,-705.841614,-1064.114990,1546.753418,2083.265381,734.260986,140.839966,4067.517090,-868.868408,-780.817993,1731.398438,1339.000488,-450.312134,-2322.712402,577.486328,-1084.054443,-3869.041016,1300.107544,2166.688965,-197.935669,-1507.434448,1652.204102,-786.560486,-167.521179,-2346.703125,2742.277588,-1778.164673,-36.643738,2664.618652,946.931824,714.369141,1454.703369,15.296631
44,3033.324707,-1965.324463,-1899.330322,-101.527161,-2669.237305,-256.765259,-2071.252197,1303.661255,-16.465759,4432.920898,3090.973633,-2576.039551,898.119141,-1621.331787,1907.448730,-304.491760,898.136780,-3363.634277,322.839569,-2571.648682,234.643158,43.542664,-973.212524,1111.681274,2651.739990,1414.380127,4057.089355,789.595581,1930.520508,1133.414917,-1188.783691,1.618988,1690.890625,266.861572,-2037.448730,-1223.958496,86.717590,1878.248291,1886.916626,-2393.689941,-244.898438,-482.998657,-1116.711426,-759.507141,3340.549561,2686.817871,-978.533447,573.963379,906.347534,-2061.091309,-1245.465088,-970.790894,901.407532,-135.393982,-2113.299316,-781.894043,2976.899170,194.250122,-1136.333740,4564.746094,-1668.694458,-3896.835693,1331.171021,1007.811523,2117.669678,1884.220459,-1087.256348,1386.412109,-274.481354,-160.356445,2709.110352,-4745.091797,-2404.124023,250.126404,2312.583252,-2260.004395,-6200.930176,-2006.841064,2043.654297,-4364.275879,401.535339,-2018.430786,-455.943420,2110.208496,-1816.576538,752.642639,183.840515,-2570.472412,3799.551758,1199.178223,1591.287354,1910.634277,3019.949951,5017.779297,4055.637207,1096.098999
45,2479.916504,-2349.720459,-5051.357422,-2832.828857,-2468.761719,-287.365417,-5201.991211,-1656.049805,-340.961365,5101.167969,3437.521973,-5622.562012,206.021851,-323.017822,-235.190582,3325.115723,3496.991211,-4077.220947,1191.253418,-1458.788208,-193.492798,3527.738037,2712.935547,1678.830444,-850.967529,3074.849121,4290.724121,1350.696045,3367.484619,-833.697510,390.443665,-967.663208,444.660889,-690.342163,-3980.790527,-4073.067139,-284.597595,4056.086182,1329.977051,925.018372,-2735.269531,-1647.776978,1036.159180,-3807.516113,1689.577881,-731.970825,-1700.170654,-2186.535156,1421.794800,-1984.770508,-2475.249512,-2375.842529,4128.376465,-567.572327,-3226.686279,-1902.531860,4230.925293,1245.368164,-2458.171875,3644.603027,-1608.063477,-3807.563721,2399.350342,2464.271729,-125.396576,1943.613525,-1414.384521,4398.083008,1417.128662,3110.434570,1209.358398,-3580.260498,-3725.089600,1099.404785,-42.858704,-2098.165771,-4544.098633,1648.941895,1696.776367,-3592.675781,-3755.038330,-1840.745361,-2516.782227,2684.091553,-1338.820557,2042.992188,878.497742,-3081.776367,1821.746216,1147.325439,-1681.284180,329.354431,7470.575195,4220.646484,4798.149902,2162.269287
46,3689.855469,-860.868286,-667.032349,-2633.248047,98.827507,2724.465576,221.822693,-1357.845703,56.674137,-988.090332,2172.021729,-643.062195,333.005249,1.472517,-516.945007,104.968407,1576.265625,-1095.621094,-334.459381,-1432.012939,-2109.521484,1293.122559,129.154083,725.538574,-310.821442,902.323059,2198.504639,173.561996,-242.456512,-293.051483,-525.706726,207.801224,1241.973633,233.177795,-1091.662964,-1034.434814,-1121.018311,371.961731,1804.694214,-461.832336,-39.973564,-1901.105347,1898.761841,342.455933,790.988708,-576.967896,-492.198364,395.375580,1686.898315,-570.585693,-258.420807,-779.886658,921.885315,-519.714844,-546.203735,353.842346,2559.752197,-744.369629,-2604.625000,3136.593994,-1549.959595,-3525.496826,2000.050293,1401.353882,-279.363586,528.229858,-947.341553,860.942139,-586.863403,648.360779,662.865112,-1602.081909,-708.616455,515.420837,-57.183048,-2262.399658,383.976288,-365.773926,-1071.211670,-4810.265625,-856.946716,-962.524170,-265.529449,1334.651489,1469.903931,415.465271,365.583191,-2638.446777,357.507324,-1350.924194,-918.717834,-133.521225,1765.380737,1359.772949,1461.958496,1638.933105
47,2241.059082,-3837.550293,-2391.685547,-1315.017090,-2515.486572,955.950439,-3802.410156,-570.600464,-244.474304,4509.015625,4839.313965,-3548.642578,42.935120,-522.738281,79.019333,1901.027832,2375.295898,-1689.973145,168.477936,-2043.199097,-640.517944,829.513672,-1104.934448,1000.686035,2177.920166,1097.048828,4138.406250,804.682983,3192.465576,122.618530,-1385.151978,194.635284,-530.863525,-572.756958,-2023.347656,-2546.153320,616.921997,1166.353271,2248.998047,-3791.367432,-370.850403,-57.797546,-2866.106934,-1577.621826,3721.511475,1155.227905,-966.887695,-1092.927856,1601.084839,-1477.691284,-685.793213,-456.220917,1507.321777,478.562653,-2762.687012,-425.818054,3293.778320,613.935669,-1026.290283,3258.851074,-1746.166382,-4753.477539,3111.104980,450.823700,1141.795654,3042.144287,-884.175049,3865.815430,-591.029785,1428.635254,1677.162354,-1724.866699,-2823.593262,-71.617188,1491.533447,-2889.690430,-4044.196777,399.563171,1205.909912,-2762.352051,-1669.614380,-1722.584717,-784.068115,1988.606445,-397.498535,605.991211,339.643860,-438.406677,2493.930420,1490.656006,949.995361,-195.884644,3776.264648,2960.667480,4822.300781,1467.780151
48,765.230591,208.578278,2321.606934,-2744.846680,-2577.750977,-378.380554,184.198456,-1854.527100,-237.378296,874.091248,-871.749695,-804.252502,1944.296021,-1498.173340,786.468262,978.126343,-112.590363,378.194946,12.113953,-2819.487305,-1263.888550,389.680939,845.448303,-1713.310059,-275.730652,1451.205322,-2008.183960,551.273315,-3219.059814,368.048553,356.020264,561.852051,690.374023,1591.129272,-1553.269531,-410.737549,-3955.211670,791.581177,611.572632,1456.789551,-8.671875,-3455.359863,103.379517,2818.838379,599.469360,-963.901611,926.053833,2512.823486,337.887146,-576.083862,-41.704651,693.489441,2501.854736,-1359.503662,3393.607422,392.729431,1744.067017,-2462.393799,-1187.290039,773.073364,-2502.456055,-1412.940674,-958.891724,-759.567749,-133.399536,-932.057190,2100.150391,1971.496582,1163.773193,946.054932,2303.610107,80.383179,-86.718628,884.592285,996.543945,52.992126,-2064.658203,-8.836060,-556.254944,-2684.572266,2544.141113,1050.936157,-1066.512817,-1276.207153,991.636230,-649.302917,-352.924927,-886.352783,965.303833,-620.260864,-35.098022,791.697876,1244.579102,246.941895,22.669434,-2203.461914
49,1734.186035,-209.832657,-1778.779053,-2334.397705,-211.199417,-4.703006,-1418.183105,-121.059723,-1756.818970,881.260681,938.942566,-1465.203857,1254.289185,-802.603149,934.637939,-12.122253,796.237183,-1454.360718,-675.558228,-324.540985,125.220436,1343.288452,-529.095642,-970.365845,-1460.716187,501.669739,1390.310791,-0.215959,366.040466,-1203.214355,-486.115967,-300.002045,526.853821,821.855408,-1526.671387,-532.273315,-159.437180,2136.272461,-161.382553,-797.580078,272.098083,-2227.985107,681.595764,-711.808899,1211.487915,-299.573547,281.358734,204.149048,262.878357,-483.462189,-234.921097,-1457.262329,1848.978394,-1839.186890,-169.582321,-147.238876,1821.800293,-896.893860,-1982.266357,870.324524,-200.722702,-1899.917603,-2.682223,1150.490845,515.257996,896.118652,-482.077179,434.296509,1550.884644,1246.168335,1179.979858,-1753.840332,-553.877441,599.335510,-504.267792,-1331.877075,-365.231995,-1360.694824,-678.360107,-4234.062500,-1007.137146,-351.471710,-351.295776,1169.443359,115.536850,-301.944855,1156.923096,-2374.775391,351.957123,94.874886,-970.383545,1594.138062,2860.923584,2352.359375,1270.630005,663.222412
50,1054.749878,-235.866913,272.700317,-1025.159058,-659.023865,577.880554,-1472.931396,-185.296814,-673.227173,819.982971,646.902588,-630.788696,1081.994385,-118.018684,113.275780,359.654541,60.326031,-1199.115845,-256.815521,-702.578857,39.560230,502.069611,76.545135,-461.289795,-991.464417,403.351227,782.302185,85.635094,276.747375,26.623859,-261.082367,-672.819519,197.046219,391.482819,-1151.397339,-655.579407,-495.414764,812.092041,891.862427,-1214.392822,212.385666,-1506.395386,-707.414062,-656.418091,372.876831,-435.074829,-784.470825,240.213272,353.222931,-159.432358,297.532684,50.779922,1486.920410,-169.003693,-207.827011,-359.108643,565.102051,-368.288940,-873.334595,780.912842,473.053589,-2536.733154,1062.992554,1058.344482,-46.683109,537.822876,-1914.164551,309.853210,693.665588,888.331848,640.363037,-760.118896,-442.201935,314.609009,-400.459106,-405.929535,-93.893524,-650.252930,-143.835648,-2234.126709,-529.059387,-174.568542,-204.614639,608.126892,324.431793,184.768539,330.559357,-1592.075684,719.374207,319.260620,55.070641,221.078568,2057.765137,956.567444,1272.817383,225.082764
51,10588.482422,-2197.667969,6271.693359,451.618927,-2285.694824,1820.444702,2314.708008,1143.323486,-1027.405762,-1784.863159,5999.951172,213.623535,-819.743652,-807.709106,-3741.710449,-1786.776978,-5216.110352,-2725.105957,-3235.043945,3817.624512,1703.360352,-2871.763916,-2965.807129,-1145.470215,-342.630981,-2427.747559,-606.915649,-2396.113281,4943.276367,-3866.137207,-7258.472168,1983.416382,4539.491211,5376.032227,-675.408691,-2320.768555,2830.481934,3946.698730,2700.088379,-5182.806641,6338.383789,-1754.855713,4292.020508,-643.768555,-2724.545898,1085.331299,-283.258057,-2117.398438,5004.087891,1225.664307,-518.521240,3341.419922,4686.388184,-5242.279785,-674.309570,-3242.818848,1236.714600,-1698.280762,499.843140,612.763428,-2396.703613,-7615.963867,3079.363770,4188.547852,685.551270,524.298340,-3149.875977,-351.025635,4156.925781,-317.163452,5086.673828,5960.320801,-4067.983154,-3050.134277,3133.400879,-3562.090088,7113.964844,-2414.540039,-1285.224365,-4923.948242,4392.896973,-1061.123779,-3466.864746,-3757.058350,8372.509766,8066.892090,436.051025,-4540.871094,5474.187500,2697.714844,1417.886597,-1598.605225,2203.412598,2665.752930,8716.258789,5696.697266
52,3672.584473,219.459503,-2913.135010,-3962.956055,317.169769,1939.652466,-2136.131348,687.375305,-3890.087891,-1122.312500,227.807739,-2004.543945,1491.623413,459.208984,535.051697,295.032928,1436.724487,-1467.072021,417.408020,-1098.719727,-1656.845093,4070.763184,894.631714,1138.523193,-2042.887573,771.446167,3759.180664,978.610107,738.478821,-1075.698730,-702.778381,-195.065796,1078.412598,1285.863770,-2598.799072,-1802.102173,-639.673889,2027.083252,-156.305084,-991.502502,500.219727,-2740.249023,824.491577,-1970.567749,1578.149902,-731.876404,93.976196,-846.792969,793.976135,-361.468567,-1044.536377,-2335.493652,159.969864,-1792.740356,-808.611267,-955.798767,3436.400391,-754.793030,-3096.711670,1721.356201,-1453.751465,-2940.471924,2607.314209,756.286377,-360.133026,1546.175781,-892.224976,1100.210205,1198.105957,2119.443115,444.372314,-3459.357422,102.345932,580.989075,-741.775696,-2806.299072,-1538.018677,-1033.467407,-1441.460083,-7077.790039,176.359970,-101.578445,-684.823425,3327.535156,168.593033,735.362793,2650.012451,-2963.709473,670.516785,-368.182739,-2273.163818,1879.566528,4111.193848,3508.745850,2545.962891,646.215088
53,127.296082,1199.557251,870.066284,-2448.784180,-1899.660034,-1799.787109,1540.749268,-3383.222656,1143.221680,2011.938965,-1469.179321,-246.054001,2637.443848,-829.233521,-769.171875,1215.544800,-673.238831,-936.000000,1477.744629,-3309.028076,-132.379089,1112.766113,-55.847290,-1902.629150,-812.838562,92.688004,-2605.518311,-739.134888,-4102.078125,-68.125198,1954.606567,632.226074,38.891693,2207.901367,-1648.325928,-982.789307,-2184.819092,-11.643982,-2820.540527,3013.343750,1861.352783,-947.035522,-1146.934326,1427.820557,1106.282837,1084.435913,2653.795898,1770.600098,-37.414429,-1222.494629,149.461731,1236.446045,2509.901611,-1927.437866,2924.738770,1472.316528,267.950073,-4642.003418,-2328.864746,-671.667725,-2038.344727,-1368.407959,-44.374329,350.337708,-841.363464,-769.412292,1193.837524,552.273071,798.666138,1743.108765,2317.049072,444.375488,1215.086670,2583.247070,1196.552368,-903.241333,-1902.644165,-1290.752319,-451.149292,-4193.524902,829.854919,513.400024,-1720.141602,-1527.785034,2273.389648,-2303.623535,48.425537,-1346.844971,3105.081299,-1046.542725,-1623.534180,930.074890,2381.874023,-293.039551,655.958923,-1056.453735
54,6621.987305,-1905.419922,8464.066406,401.308105,-2683.766357,154.190308,1559.717896,2042.120361,1333.657959,-741.729004,4673.293945,681.701965,-526.099854,-1011.559814,-1036.158203,-1562.690430,-5478.510742,-1961.138672,-1945.114258,4970.920898,-694.255493,-2424.340332,-1318.311768,-1277.116577,2972.749756,-850.350586,2476.910889,319.364685,4725.475586,-736.744873,-6357.953125,4196.017578,3788.506104,2057.243896,2232.849365,-5275.990234,3766.696045,3370.063965,1878.589966,-6919.599609,7806.908691,977.208740,1735.470215,378.408691,1831.191895,4611.657715,2684.939941,-3667.978027,3632.325684,814.978882,-2457.273926,2290.843750,6214.172363,-3519.549561,-1971.149414,-4046.863037,251.168427,-1372.771729,-953.884155,2762.356689,-2539.824707,-8386.320312,2465.292480,2433.939453,347.318604,-417.831726,-4090.195801,-2166.204834,2711.666504,-923.120422,6309.913086,3025.907227,-4371.272949,-5606.207520,2992.354736,-4746.211426,3343.275391,-430.602295,-424.329590,-3867.422363,3807.291992,-966.894409,-4858.937012,-2842.946289,7605.975098,4734.805664,-588.517944,-2349.641357,5721.057617,4859.952148,1634.218262,-557.217285,-690.027954,2839.275879,9761.939453,4292.930664
55,1078.906006,-1223.176147,-1214.071777,-1688.478027,-720.508789,-1569.531860,-2460.851318,-1308.955688,-1970.515015,2237.037109,1080.374756,-2608.605957,999.404785,-645.399658,1135.159668,932.324890,412.883087,-2205.583740,-64.479271,-1166.595459,-801.358643,1465.486816,1484.242432,-1503.576172,-2364.822021,2077.983398,502.639221,-533.849182,-904.066589,-783.386353,634.172974,44.180595,55.977345,-390.085999,-1521.593750,-2737.049805,-1025.609253,3357.416504,847.881958,123.348808,-397.155762,-2258.527100,1765.537354,-2777.154053,1112.203979,-1098.982178,-614.007446,239.495255,1290.536011,176.408463,-1141.348389,-785.802368,3433.875488,-2278.878906,-781.386414,-722.369080,2695.978760,-302.741180,-2909.740234,345.414001,1240.630249,-3385.396484,-229.909637,1567.233398,332.035492,-318.790497,-99.323975,1971.105347,796.192749,1731.406860,1833.855713,-1756.585205,-2444.774658,-502.597443,-993.874084,-670.079346,-705.176392,-274.117615,-66.135582,-3652.038818,-1209.898926,86.944427,122.730850,620.405273,362.587830,910.572205,2214.232178,-3079.873779,1127.641968,-159.435944,-713.425476,-0.309050,3149.479980,1943.043579,1355.516602,475.461578
56,168.400665,-2774.427979,-2911.385254,-1542.400146,-2133.490723,-1307.994141,-4375.634766,-1414.974121,734.688110,4511.326172,3575.454102,-3049.308838,1351.005859,-1216.724365,1022.047363,2489.423096,188.655518,-3777.414307,147.717255,-1815.052246,589.059326,-1023.813538,233.352676,1281.546265,1157.813965,2523.873047,2632.139160,137.203003,3630.263428,-769.685181,-127.233315,123.686523,260.972107,-281.717926,-2517.610352,-2006.707764,360.256927,2374.851074,1163.787231,671.421204,-2160.756348,-774.237061,-779.403625,-819.522034,1040.974243,477.235596,39.696533,-2165.766602,841.638306,-154.219696,-2127.081055,-1126.685425,3235.498291,1383.526855,-3392.319092,-1261.498413,3441.166016,-532.046326,-1431.737061,2356.384277,-1713.824463,-3373.417725,51.995132,2810.164307,1648.447266,1408.239990,-104.238525,1232.712646,1043.388550,2646.595703,1894.554443,-2449.172363,-3424.481445,938.848877,706.370667,-1707.708496,-4059.229248,1671.331543,2677.979004,-2100.305176,-1306.894775,-2333.727051,-2074.171631,2280.089111,-2094.583252,99.232788,-111.921448,-1962.409180,3168.413574,1452.181641,142.977173,1858.549072,3929.400635,3173.979492,3630.861084,909.971619
57,4921.405762,-3273.293457,-4980.658203,-4528.739258,-3899.809082,1942.235840,-4935.930176,-623.896545,-912.381775,2284.674072,5549.234375,-4042.318604,1674.886475,-2149.915527,1541.334229,2655.265625,5522.747070,-4025.887695,1105.332642,-2540.123047,-543.459839,2284.958008,2324.801270,3176.697266,-146.465820,2595.206543,4595.804688,2753.865234,2582.708984,-2567.319092,-225.036346,1408.835815,2182.741455,410.081421,-4046.844971,-2189.641602,-3269.698975,2690.799805,3468.504883,113.395752,-1090.447021,-3099.537598,1996.327759,-2628.637695,1274.957764,-444.365845,371.194946,-3437.837402,1733.101440,-259.332336,-594.059204,-3427.391357,4052.745117,710.009949,-1731.170532,-1199.957397,8812.912109,364.637939,-5365.374512,6326.906250,-3881.050293,-5306.474609,1685.065674,3082.550049,-160.264496,2126.571533,-1352.285645,5381.897949,1405.591431,1885.171631,2799.364746,-7690.588867,-3048.687988,5083.610352,240.069977,-5525.215332,-2153.037842,1088.149170,-2774.725098,-7654.877441,-3440.523682,-4929.503906,-2721.394287,7799.263184,-679.395874,1728.467041,3861.999023,-4379.268555,1478.297607,100.593262,-1530.614136,2378.626221,8931.236328,3913.714844,6270.671875,667.509888
58,1114.875000,48.269913,-1078.215820,-1407.507812,-2015.736206,-416.299866,-1328.893799,126.667999,-1887.240234,489.365845,-386.940430,-1584.492065,1114.900269,-457.371796,1521.313232,178.435577,879.599670,-1481.045410,1098.887085,-741.261475,-384.468384,1294.036743,400.071014,243.312988,-1340.197998,1142.391724,1718.844971,325.309723,77.934555,-689.500977,-460.092560,-98.325027,232.388351,294.977905,-1065.033691,-2482.468994,-436.769623,805.964722,491.573700,-371.163239,1206.985718,-1098.485962,352.349060,-1500.160400,1592.404663,234.702133,-1163.632690,-128.788803,747.125671,131.039215,-528.412415,-1491.543701,792.925537,-1362.960938,-1073.394165,-37.567574,2270.211914,-8.432205,-946.581909,1312.499756,262.402710,-2672.721191,772.322510,400.166321,-744.957031,236.293121,-1020.287170,769.936951,698.949890,-141.216705,1519.460571,-3812.057129,-679.692932,-311.466553,250.616760,-1139.520142,-1746.305786,-414.125702,-1388.921753,-3905.479248,-623.545898,407.528046,-257.191040,1471.219482,138.295166,337.574219,1821.591309,-2976.471436,1069.964600,487.849182,-1100.281494,243.165237,1857.715454,2429.655762,1654.526123,-412.664398
59,2913.855957,-5199.727539,-4334.716309,-6524.216797,-1212.055786,-1315.695435,-6225.614258,-1411.149536,-840.177063,5714.023926,5620.513672,-6852.296387,1579.649658,-1305.937012,1551.021973,710.122375,4156.331055,-6138.245117,-1110.573242,-4934.955566,-708.906616,3426.248291,908.515320,1852.140991,-682.416016,3348.770752,4346.529785,1962.277100,4595.775391,662.663208,-663.399475,-2067.886963,1344.791992,65.495132,-3587.569092,-3525.506104,-414.703033,4901.070312,1740.185425,2238.499756,-3433.432373,-3619.089355,1015.491455,-2242.068604,2875.347168,-1150.412720,-1279.953613,-1261.968384,-558.105469,-2161.760742,-1950.460449,-3923.294189,5643.910156,-943.626648,-3984.550781,-58.565887,6872.783691,-493.864319,-4721.812988,6835.215332,-1737.083862,-7365.289062,1350.194946,3848.530273,-483.850128,1170.914307,-1945.220947,1813.388672,1000.817627,6422.927246,2213.649414,-6209.628418,-5010.746094,117.465332,-1124.789795,-2099.028809,-3220.194336,1759.243774,938.446960,-6222.625488,-3626.320068,-3058.707520,-4274.220703,4011.730225,-1823.098389,1606.390747,2373.554688,-6284.552734,2031.715210,3733.008789,-2982.481934,477.101379,8864.977539,4728.114746,4305.487793,2491.246582
60,-165.694336,659.683899,1365.537842,-3473.666016,-3541.016602,-2371.414795,54.377136,-2683.180420,1300.375122,1810.566406,762.734375,-2354.599121,3182.931885,-3350.968994,1688.949463,2199.554199,-795.570862,-2156.804199,1029.052246,-2929.232910,-199.536499,49.680847,468.264771,-1183.428955,-1721.639282,1554.818726,-1606.045044,-144.187378,-2227.250488,29.557663,2102.110840,-386.955811,-21.489212,2075.260498,-2530.428223,-915.444336,-3845.015625,739.957520,-389.592590,1704.830811,1073.790894,-2886.441895,-915.781372,2980.692871,911.156250,-387.016113,802.742615,790.112549,1132.810425,885.786499,-953.057373,-128.697021,3525.366699,-2204.902344,2728.445801,1713.266602,2513.626465,-1957.149170,-1655.737305,1143.866577,-3325.118164,-3753.690430,-1500.620361,1801.113525,-1705.534058,-1137.802734,902.706787,2372.674561,2105.491211,1544.328613,3041.014648,-3122.067871,-795.422729,977.298706,953.698975,-182.131027,-3276.152588,8.610229,-635.365112,-5007.951660,-812.743530,435.520447,-1241.197266,-729.772827,1751.194824,-2323.623535,-726.193359,-3289.552002,1914.784180,-1159.977661,-187.024292,2480.282471,1790.127197,520.752197,2125.992188,-504.164307
61,4405.265625,-125.443604,5981.849609,182.562561,-844.495117,376.145325,3457.641602,526.024780,418.546631,-4145.686523,3166.007324,466.970459,-2871.382812,354.914490,-1422.612305,-1084.942139,-5168.235352,-2561.692139,-1629.718872,6106.259277,525.389160,-3464.053711,-2578.726807,-2098.834717,1689.045410,2122.337646,-1339.361572,-764.708069,2464.300293,-2713.909424,-4125.507812,5078.039062,1447.168213,4008.648438,1409.560547,-5478.160156,3865.037109,3736.658936,1138.069946,-5647.661621,6773.731934,653.576416,2410.926758,206.662354,-600.994446,2647.689697,3919.169434,-2711.628906,3002.812012,2372.318848,-4571.852539,3872.021484,5124.724609,-3375.148438,-286.920044,-4734.042480,5.242493,-2636.333008,-1149.625000,-129.476868,-2426.394043,-4051.405273,359.163940,3681.283447,-792.351562,-2913.274414,-1437.406128,-1501.912354,3278.224365,-1072.036377,3664.595215,3188.019043,-3706.851318,-5610.506348,4317.319824,-4066.944336,3111.234863,-1062.952148,-2596.697266,-1573.748535,2289.543701,-2961.357422,-5116.182617,-1898.946899,8727.208984,6429.721191,2239.064941,-3702.411377,3872.661621,3454.678955,973.793823,-279.274658,-2272.008789,2630.038818,7948.351562,5504.339844
62,469.928711,-375.812347,1541.045410,-3221.616211,-2431.972900,-1519.915894,-231.549316,-1199.137817,-203.961670,2134.984619,-340.381042,-1752.288330,2949.725098,-2398.336670,330.312622,477.349426,-107.627968,-366.935547,956.529968,-3926.309326,320.237915,454.432190,410.589355,-781.171448,-1272.248291,545.802795,-2206.254883,298.956238,-3476.707764,1455.691162,694.676086,910.536133,135.265884,2106.927246,-375.257141,-1014.123413,-2814.804443,-552.212952,-136.279999,2236.722168,1528.214966,-1818.700684,-2282.774902,1662.551270,1835.643188,-16.411621,2764.996094,1912.308472,203.823792,-379.463135,-116.590271,231.479919,3126.428467,-2184.281250,3092.061035,1278.528931,1002.898010,-3007.194092,-2589.976562,-817.089355,-3156.202148,-637.977905,-1361.340332,106.758728,-223.785461,-1771.061035,1679.093140,2040.251343,1397.765137,1610.098145,2883.699219,-499.803650,386.373718,1101.488525,1447.547119,-1506.576416,-2049.427490,-495.856079,-1526.452393,-3684.815918,367.308716,-419.231812,-1199.540161,422.819336,1752.002319,-946.487000,46.225342,-975.671387,1386.438232,-1218.185669,-1010.762024,1371.822510,2956.160156,-1493.909790,1561.892090,-815.048523
63,4297.750488,-4216.915039,-2647.389160,-1507.652588,-1273.746582,2167.106689,-3972.116211,558.408691,-831.001404,3069.889648,4590.486816,-3824.494385,310.444580,-1710.632568,37.485657,1157.467896,2718.339844,-4419.172852,-343.374817,-3920.248047,423.320038,1496.409424,754.722717,2324.982666,2397.000488,935.735901,5329.893066,-595.308105,1359.173096,-269.466736,-910.567749,571.537415,895.611084,-449.871796,-3196.052734,-1338.726318,-927.076172,1271.754395,1634.282837,-274.713989,-96.467041,-700.163452,-738.428894,-588.674500,2553.200684,1709.520752,-582.490967,-2297.231934,1836.093994,-1632.222168,-1813.125488,-2401.613525,3210.098633,1641.898682,-2972.643311,-1047.254028,4133.354492,960.266113,-878.491882,5655.655762,-2083.865723,-4544.831055,2085.901367,1874.390015,747.760498,1477.639160,-1288.837158,2728.569824,-74.865952,2604.244141,2678.643311,-1785.800049,-3105.634766,2440.234375,1111.101807,-3542.237305,-3650.143311,956.155029,1820.725830,-4544.464355,198.184814,-3089.830322,-1578.177124,4913.960938,-726.007629,515.975281,1234.006348,-785.914124,3742.781250,496.365295,-556.927856,1292.851074,5975.628906,2737.769043,5061.773926,1035.799438
64,835.763611,285.833618,2994.240723,-3337.363770,-3156.206543,-542.057190,1034.289307,-1663.926636,703.901001,263.305420,-1476.270142,-1532.256226,3305.729980,-2244.171631,1707.783813,2023.443848,-12.820290,-167.593750,475.418030,-3107.550537,530.488098,4.211121,1873.658813,-2167.155518,-728.425720,2006.210693,-1678.621948,131.502319,-3136.047119,878.689819,1938.172485,1010.958740,1370.227905,3320.728027,-2153.520508,781.604248,-3170.041260,884.173706,-348.689850,2480.501953,162.901367,-2702.514893,-944.952209,2193.950684,556.318848,113.550110,564.101013,1722.911865,-132.168121,-1129.827637,-1052.973145,654.268555,1657.758545,-2436.259033,2220.806885,518.813965,982.269348,-3964.004883,-394.737793,1458.055664,-2756.716553,-3165.248047,-377.638672,1726.203613,-659.045471,-2369.627930,1228.429321,1149.079468,1229.355713,1257.374268,2124.329590,-2514.510742,-508.861572,2481.884033,1552.642212,339.634216,-1910.442139,-776.580444,-66.360107,-4723.794922,975.000610,1118.381348,-909.862915,-57.808838,1249.931641,-501.496643,-1109.252686,-1720.638184,1009.440674,-258.238678,87.911316,2332.040527,840.080444,-592.284668,1856.373657,-654.853760
